"SMILES","ID","is_active","SlogP","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumRings"
"C[C@@H]1CCc2c(cc(s2)C(=O)NNC(=O)/C(=C\c3ccccc3)/NC(=O)C)C1","C61495294",0,2.8111000000000006,397.14601259600005,6,3,4,3
"Cn1cc(c2c1cccc2)C(=O)NNC(=O)NCCc3ccccc3Cl","C63070915",0,3.0184000000000015,370.119653528,6,3,4,3
"c1ccc(cc1)[C@@H](C2CCN(CC2)C(=O)Nc3cc(c[nH]c3=O)C(F)(F)F)O","C63162223",0,3.3712000000000013,395.14567615999994,6,3,3,3
"CC1(CC[C@H](c2c1cccc2)NS(=O)(=O)c3ccc(cc3)S(=O)(=O)N)C","C63773328",0,2.4250000000000007,394.10209918399994,6,3,4,3
"CCOC(=O)C1=C(C(=N[C@H]1C)C(=O)Nc2cc(c(c(c2)Cl)N)Cl)C","C38639850",0,3.2368000000000015,369.064696764,6,3,4,2
"c1ccc(cc1)C[C@@H]2N/C(=C\C(=O)Nc3ccc4c(c3)[nH]c(=O)o4)/CS2","C64085469",0,2.848700000000001,367.09906240399994,6,3,4,4
"c1c(cn[nH]1)NC(=O)CNC(=O)C23C[C@H]4C[C@@H](C2)CC(C4)(C3)Br","C51414369",0,2.1982999999999997,380.084788012,6,3,4,5
"Cc1cc(c(o1)C)[C@@H](C)NC(=O)NNC(=O)c2cc3c(s2)CC[C@H](C3)C","C65501261",0,3.7879400000000025,375.16166266000005,6,3,3,3
"c1ccc(c(c1)[C@@H]2C[C@H]2NC(=O)c3ccc(cc3)n4c(c(cn4)C#N)N)Cl","C66241533",0,3.26548,377.10433781200004,6,3,4,4
"c1cc(sc1)c2nc([nH]n2)CNC(=O)N[C@@H]3CCC[C@H](C3)C(F)(F)F","C66698540",0,3.453500000000002,373.118415856,6,3,4,3
"Cc1cccc(c1)C2(CCCC2)NS(=O)(=O)c3ccc(cc3)S(=O)(=O)N","C66937347",0,2.39022,394.10209918399994,6,3,5,3
"c1cc(c(nc1)N2CCC[C@@H](C2)c3c(cn[nH]3)c4ccc(cc4)F)C(=O)N","C67643696",0,3.0937,365.16518848,6,3,4,4
"CC(C)[C@H]1c2c(=O)[nH]c(nc2OC(=C1C#N)N)SCc3ccccc3","C01148703",0,2.8880800000000013,354.11504681599996,6,3,4,3
"Cc1ccc(cc1C)N2C[C@H](CC2=O)NC(=O)NCc3ccc4c(c3)cc([nH]4)C","C04373241",0,3.6978600000000013,390.205576072,6,3,4,4
"C[C@H]1CCCC[C@@H]1NC(=O)CSc2nnc(n2N)c3cccs3","C03327587",0,2.5074000000000005,351.11875229200007,6,3,5,3
"CCOc1ccc(c(c1)[C@H]2c3ccc(cc3OC(=C2C#N)N)O)OCC","C00687149",0,3.4077800000000007,352.14230712,6,3,5,3
"CCOc1cc(ccc1O)[C@H]2C(=C(NC(=O)N2)C)C(=O)c3ccccc3","C04679951",0,3.301700000000001,352.14230712,6,3,5,3
"CCC[C@H]([C@H](c1ccc2c(c1O)C(=O)c3c(cccc3OC)C2=O)O)O","C05785627",0,2.3706000000000014,356.1259883599999,6,3,5,3
"c1cc(cc(c1)NS(=O)(=O)c2ccc3c(c2)[nH]c(=O)[nH]3)C(F)(F)F","C02858374",0,2.6757999999999997,357.03949684,6,3,3,3
"CC(C)NC(=O)CSc1nnc(n1N)c2c(c3ccccc3s2)Cl","C06647793",0,3.143700000000001,381.04847981200004,6,3,5,3
"C[C@@H](C(=O)Nc1ccc(cc1)C#N)Sc2nc(c3ccsc3n2)N","C09647694",0,3.2644800000000007,355.05615203600007,6,3,4,3
"CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)S(=O)(=O)N","C14256768",0,2.2582,354.07079905599994,6,3,5,2
"CCS(=O)(=O)c1ccc(c(c1)NC(=O)Nc2ccc(c(c2)Cl)Cl)O","C16693592",0,4.136600000000003,388.00513328799997,6,3,4,2
"c1c(cc(cc1Cl)Cl)NC(=O)CSc2c(cc(c(n2)N)C#N)C#N","C21424398",0,3.4447600000000005,376.99048626800015,6,3,4,2
"COc1ccc(cc1C(=O)N[C@H]2CCC[C@@H](C2)C(F)(F)F)S(=O)(=O)N","C23054952",0,2.1935000000000002,380.10176274800006,6,3,4,2
"Cc1cc(c2c(c1)c(c(o2)C(=O)NCCc3ccc(cc3)S(=O)(=O)N)C)C","C28228416",0,2.9779600000000013,386.130028184,6,3,5,3
"CCN(c1cccc2c1cccc2)C(=O)CSc3[nH]c(=O)cc(n3)N","C10257266",0,2.650499999999999,354.115046816,6,3,5,3
"CC(=O)Nc1nc2ccc(cc2s1)NC(=O)Nc3cccc(c3)SC","C33008175",0,4.620600000000001,372.071467752,6,3,4,3
"CCn1c2ccc(cc2cc1C(=O)N)NS(=O)(=O)c3ccc(cc3)Cl","C35579623",0,3.2143000000000006,377.060090052,6,3,5,3
"Cc1ccc(-c2nc3ccc(N)cn3c2CN2CCC(C(=O)O)CC2)cc1C","C36270785",0,3.496940000000002,378.20557607199993,6,3,4,4
"c1ccc2c(c1)cccc2OCC(=O)Nc3ccc(cc3)S(=O)(=O)N","C01473221",0,2.5046999999999993,356.083077992,6,3,5,3
"C[C@H](C(=O)Nc1cc(ccc1Cl)Cl)Sc2nnc(n2N)C(C)C","C05582095",0,3.541400000000001,373.0530865240001,6,3,5,2
"CN1CC[C@H](CNC(=O)Nc2cc(Br)ccc2C(=O)O)C1","C40597696",0,2.2205000000000004,355.0531535359999,6,3,4,2
"C[C@H]1CC[C@@H]([C@@H](C1)NS(=O)(=O)c2ccc(cc2)S(=O)(=O)N)C(C)C","C41626815",0,2.0731,374.13339931199994,6,3,5,2
"c1cc(oc1)C(=O)Nc2ccc(c(c2)C(F)(F)F)NC(=O)NC3CC3","C43949092",0,3.834600000000001,353.098725968,6,3,4,3
"Cc1ccc(c(c1)[C@H](C)NC(=O)Nc2cc(ccc2F)NC(=O)C)OC","C44077776",0,3.9838200000000015,359.16451978399994,6,3,5,2
"Cc1cccc(c1)N(C)S(=O)(=O)c2cc(cnc2NN)Br","C49991228",0,2.26322,370.00990882,6,3,4,2
"c1csc(n1)CCNC(=O)NNc2c(cc(c(n2)Cl)Cl)Cl","C51756366",0,3.3671000000000006,364.96716397999995,6,3,5,2
"COc1cc(cc(c1O)Br)/C=N/Nc2[nH]c3ccccc3n2","C04149545",0,3.4856000000000007,360.02218775600005,6,3,4,3
"Cc1ccc(cc1)NC(=O)[C@@H](C)Sc2nc(=O)cc(n2c3ccccc3)N","C01111489",0,3.242420000000001,380.1306968800001,6,3,5,3
"c1cc(oc1)CNC(=O)CNC(=O)Nc2ccc(cc2Cl)Br","C43420491",0,3.133400000000001,384.982881056,6,3,5,2
"C/C(=N/NC(=O)COc1ccc(cc1)Br)/c2ccc(cc2O)O","C05620849",0,2.7795000000000023,378.02151906,6,3,5,2
"Cc1c2ccccc2oc1[C@H](C)NC(=O)/C=C/c3ccc(cc3)S(=O)(=O)N","C58994688",0,3.2792200000000005,384.11437812,6,3,5,3
"Cc1ccc(c(c1)Br)NC(=O)CSc2nnc(n2N)C(C)C","C59913048",0,2.917020000000001,383.0415432960001,6,3,5,2
"Cc1cc(cc(c1C)S(=O)(=O)N)C(=O)Nc2ccc(cc2)OC(F)F","C19174731",0,2.804540000000001,370.079884432,6,3,5,2
"CC1(C/C(=N\NC(=S)Nc2ccccc2OC)/c3cc(ccc3O1)O)C","C13520715",0,3.6526000000000014,371.13036253199994,6,3,3,3
"c1cc2c(cc1S(=O)(=O)NCCc3ccc(cc3Cl)Cl)[nH]c(=O)[nH]2","C46704687",0,2.684,385.00546763600005,6,3,5,3
"Cc1cc(ccc1Br)NC(=O)N[C@@H](C)C(=O)NCc2ccco2","C62372896",0,3.176920000000001,379.05315353599997,6,3,5,2
"Cc1c2ccccc2oc1[C@H](C)NC(=O)NC3CCC(CC3)C(=O)NC","C63329478",0,3.406220000000001,357.205241724,6,3,4,3
"Cc1cccc(c1)C(C)(C)CNC(=O)NN[C@@]2(CCS(=O)(=O)C2)C","C63408819",0,1.6536199999999999,353.17731272399993,6,3,5,2
"CCOc1ccc(cc1)[C@@H]2C[C@@H](Nc3n2nc(n3)N)c4ccc(cc4)F","C13131837",0,3.5444000000000004,353.16518848,6,3,4,4
"Cc1c2c([nH]c1C(=O)NCCN3c4ccccc4N[C@@H]3C)CCCC2=O","C64155964",0,2.8500200000000016,352.189926008,6,3,4,4
"Cc1c(sc(c1C(=O)Nc2ccc(cc2)c3cc[nH]n3)NC(=O)C4CC4)C","C64319209",0,4.355840000000003,380.13069688,6,3,5,4
"Cn1c2ccccc2c(c1C(=O)NNC(=O)NCCc3cccs3)Cl","C65199431",0,3.079900000000001,376.076074464,6,3,4,3
"Cc1cc(cc(c1NC(=O)N[C@@H](C)C(=O)NC(C)(C)C)OC)Br","C65827345",0,3.1908200000000013,385.100103728,6,3,4,1
"Cn1cc(c2c1cccc2)C(=O)NNC(=O)NC3(CCC3)c4ccccc4","C66220259",0,3.2017000000000015,362.174275944,6,3,3,4
"Cc1ccc(c(c1)[C@@H](C)NC(=O)c2ccc(cc2)n3c(c(cn3)C#N)N)C","C66239743",0,3.434020000000001,359.17461029200007,6,3,4,3
"CC(C)(C)[C@@H](c1cccs1)NC(=O)c2ccc(cc2)n3c(c(cn3)C#N)N","C66240968",0,3.904880000000002,379.1466812920001,6,3,4,3
"c1cc(cc(c1)N2CCNC2=O)NC(=O)NCC3(CC3)c4ccc(cc4)Cl","C67017994",0,3.722900000000002,384.135303592,6,3,5,4
"CCc1ccc(cc1S(=O)(=O)N)NS(=O)(=O)c2ccc3c(c2)CCC3","C67124714",0,2.1859,380.08644912,6,3,5,3
"CCCC1CCC(CC1)NC(=O)C(=O)Nc2ccc3c(c2)CCC(=O)N3","C67398763",0,2.9849000000000006,357.205241724,6,3,4,3
"COc1ccccc1C(=O)NNC(=O)N[C@@H]2CCCCc3c2cccc3","C67478697",0,3.1069000000000013,353.173941596,6,3,3,3
"COc1ccc(cc1C(=O)NNC(=O)c2ccc(cc2)O)Br","C04828956",0,2.2381000000000006,364.005868996,6,3,3,2
"c1ccc(c(c1)c2cccs2)NS(=O)(=O)c3ccc(cc3)S(=O)(=O)N","C10512347",0,2.8633000000000006,394.011569928,6,3,5,3
"C[C@H]1CCc2c(sc(c2C(=O)N)NS(=O)(=O)c3ccccc3OC)C1","C13058972",0,2.781200000000001,380.08644911999994,6,3,5,3
"c1cc2c(cc1NC(=O)COc3ccc(cc3F)Br)[nH]c(=O)[nH]2","C15579372",0,2.7753000000000005,378.99678153200006,6,3,4,3
"CCN(Cc1ccc(s1)Cl)C(=O)Nc2ccc(cc2)S(=O)(=O)N","C18176703",0,3.102900000000001,373.03216105199994,6,3,5,2
"C/C(=N\NS(=O)(=O)c1cc(ccc1Cl)Cl)/c2cc(cc(c2)O)O","C20159611",0,3.1071000000000017,373.98948322399997,6,3,4,2
"Cc1nnc(n1N)S[C@@H](C)C(=O)Nc2ccc(c(c2)C(F)(F)F)Cl","C21458622",0,3.091820000000001,379.04814337600004,6,3,4,2
"C[C@@H](C(=O)NNC1=CC(=O)CCC1)NC(=O)C23CC4CC(C2)CC(C4)C3","C05525845",0,1.9651999999999985,359.220891788,6,3,5,5
"COc1ccc(cc1)[C@@H]2[C@H]([C@@](NC(=O)N2)(C(F)(F)F)O)C(=O)SC","C26919596",0,1.8057999999999998,364.07046262,6,3,3,2
"[H]\N=C\1/C(=N\Nc2ccc(cc2)OC)/C(=NN1)c3ccc(cc3)Br","C05988135",0,3.210370000000002,371.0381721680001,6,3,4,3
"C[C@H]1[C@@H](SNN1)C(=O)Nc2nc3ccc(cc3s2)OC(F)(F)F","C38585257",0,2.6465000000000005,364.02755225199996,6,3,3,3
"Cc1ccc(cc1)c2cc(c(o2)C)C(=O)Nc3ccc(cc3)S(=O)(=O)N","C40178726",0,3.463140000000001,370.098728056,6,3,4,3
"c1cc2c(ccn2CC(=O)Nc3ccc(cc3)S(=O)(=O)N)c(c1)Cl","C40286257",0,2.5808,363.04443998799997,6,3,4,3
"CCNc1c(c(ncn1)Oc2ccc(c3c2nccc3)Br)N","C40707478",0,3.5936000000000012,359.038172168,6,3,4,3
"Cn1c(nnc1SCC(=O)Nc2c(cc(cc2Cl)Cl)Cl)N","C42349765",0,3.0883000000000003,364.96716398,6,3,4,2
"C[C@@H]1CCCC[C@@H]1N(C)S(=O)(=O)c2cc(cnc2NN)Br","C42611375",0,2.3289000000000004,376.056859012,6,3,4,2
"COC(=O)c1cc(ccc1N[C@@H]2CCCc3c2cccc3)S(=O)(=O)N","C42623891",0,2.6101,360.11437812,6,3,4,3
"c1cc(ccc1CCNC(=O)N2CCC[C@H]2c3ccsc3)S(=O)(=O)N","C42946233",0,2.4847,379.102433532,6,3,5,3
"c1cc(sc1)CNC(=O)NCC2CCN(CC2)C(=O)Nc3cccs3","C44004541",0,3.552900000000002,378.118417944,6,3,5,3
"c1ccc2c(c1)[C@@H](CCO2)NC(=O)Nc3ccc(c(c3)Cl)C(=O)NC4CC4","C47588520",0,3.8775000000000013,385.11931918,6,3,4,4
"Cc1cc(cc(c1C)NC(=O)c2cc(n(c2C)C(C)C)C)S(=O)(=O)N","C47741016",0,3.2023800000000007,363.16166266,6,3,4,2
"Cc1c(sc(c1C(=O)Nc2ccc(cc2)NC(=O)C)NC(=O)C3CC3)C","C52817182",0,3.924140000000002,371.13036253200005,6,3,5,3
"C[C@@H](c1ccc(cc1)S(=O)(=O)NC)NC(=O)Nc2ccc(c(c2F)F)F","C54352503",0,2.8947000000000003,387.086447032,6,3,5,2
"c1ccc2cc(ccc2c1)CC(=O)NN/C=C/3\c4ccccc4C(=O)NC3=O","C55007453",0,2.3141999999999996,371.12699140399997,6,3,4,4
"C[C@H]1[C@H](N[C@@H]([C@@H](C1=O)C)c2ccc(c(c2)OC)O)c3ccc(c(c3)OC)O","C55134784",0,3.341900000000002,371.1732729,6,3,4,3
"CCc1c(sc2c1c(=O)[nH]c(n2)c3ccc(cc3)CS(=O)(=O)N)C","C55493217",0,2.3109200000000003,363.071133404,6,3,4,3
"c1cc(cc(c1)[C@@H]2[C@H]([C@@](NC(=S)N2)(C(F)(F)F)O)C(=O)c3ccco3)C#N","C56054433",0,2.4200800000000005,395.05514690399997,6,3,3,3
"Cc1cc(ccc1NC(=O)N2CCc3c(ccs3)[C@H]2C)OCC(=O)N","C56709928",0,3.0718199999999998,359.130362532,6,3,4,3
"CCC(=O)Nc1ccc(cc1)NC(=O)C[C@H]2C(=O)Nc3ccccc3S2","C53664954",0,3.476700000000001,369.11471246800005,6,3,5,3
"C[C@H](C(=O)Nc1ccc(cc1F)F)Sc2nnc(n2N)c3cccs3","C16790731",0,3.1179000000000006,381.0529584760001,6,3,5,3
"CC[C@@]1(C(=O)N(C(=O)N1)Cc2ccc(cc2)C(=O)N)c3ccc(cc3)Cl","C31634192",0,2.7962000000000007,371.103669116,6,3,5,3
"CC(C)NC(=O)CSc1nnc(n1N)c2ccc(cc2)Br","C59045243",0,2.038099999999999,369.02589323200004,6,3,5,2
"c1ccc(cc1)[C@@H](C(=O)Nc2ccc(cc2)C#N)Sc3nnc(s3)N","C59842451",0,3.464080000000001,367.0561520360001,6,3,5,3
"c1cc(ccc1C(=O)Nc2cc(cc(c2)S(=O)(=O)N)F)OC(F)(F)F","C59924641",0,2.6239999999999997,378.02974068,6,3,4,2
"c1cc2c(cc1Br)cc(o2)C(=O)NNC(=O)NCC(F)(F)F","C60411434",0,2.7016,378.97793790800006,6,3,2,2
"CC(C)CN1C(=O)/C(=C\Nc2cccc3c2cccc3O)/C(=O)NC1=S","C28975945",0,2.7405000000000013,369.11471246800005,6,3,4,3
"Cc1c(sc(c1C(=O)Nc2ccc(c(c2)NC(=O)C)F)NC(=O)C3CC3)C","C63721852",0,4.063240000000002,389.12094072,6,3,5,3
"CC(C)NC(=O)c1ccccc1NC(=O)c2ccc([nH]c2=O)c3cccs3","C63929537",0,3.493900000000002,381.11471246799994,6,3,5,3
"c1cc(ccc1C(=O)N[C@@H]2CCCC[C@H]2C(F)(F)F)n3c(c(cn3)C#N)N","C66240161",0,3.177080000000001,377.1463448560001,6,3,3,3
"CC(C)n1c(n[nH]c1=S)CNC(=O)c2ccc(c(c2O)Cl)Cl","C66639258",0,3.463990000000002,360.02145204799996,6,3,4,2
"CC1(CO[C@H](CN1C(=O)C[C@H](c2cccs2)NC(=O)N)c3ccccc3)C","C66760138",0,3.226300000000001,387.16166266000005,6,3,5,3
"C1CCC(CC1)CC(=O)NNC(=O)c2c(c(n[nH]2)C3CC3)Br","C66784176",0,2.7810000000000006,368.084788012,6,3,4,3
"c1ccc2c(c1)NC(=O)[C@@H](S2)CC(=O)NNC(=O)CC3CCCCC3","C66790465",0,2.6073000000000004,361.14601259600005,6,3,4,3
"CN1CCCc2c1ccc(c2)NC(=O)C(=O)NC[C@]3(CCCc4c3cccc4)O","C67000765",0,2.3478000000000008,393.20524172399996,6,3,3,4
"Cc1cc(c(o1)C)C(=O)NNC(=O)NCC2(CC2)c3ccc(cc3)Cl","C67089909",0,3.225640000000002,361.11931918,6,3,4,3
"c1cc(ccc1CCCNC(=O)C2CCC3(CC2)C(=O)NC(=O)N3)Cl","C67272745",0,2.1572,363.134969244,6,3,5,3
"CC(C)(c1cccc(c1)C(F)(F)F)NC(=O)C2CCC3(CC2)C(=O)NC(=O)N3","C67274092",0,2.8251,397.161326224,6,3,3,3
"C[C@H](Cc1ccc(cc1)O)NC(=O)Nc2cc(c(c(c2)F)S(=O)(=O)C)F","C67354218",0,2.826600000000001,384.09553449599997,6,3,5,2
"CCCC1CCC(CC1)NC(=O)C(=O)N2c3ccccc3[C@H](C[C@@H]2C)C(=O)N","C67398567",0,2.8558000000000003,385.236541852,6,3,4,3
"CC(C)(Cc1ccc(cc1)Br)NC(=O)N2CCO[C@H](C2)C(=O)N","C67470619",0,1.6659,383.08445366399997,6,3,4,2
"c1ccc(cc1)n2c(nnc2SCC(=O)Nc3ccc(cc3)Br)N","C00624945",0,3.3428000000000004,403.010243168,6,3,5,3
"CC(C)[C@@H]1Cc2c(sc3c2c(=O)n(c(n3)NN)CCc4ccccc4)CO1","C01250849",0,3.0836000000000015,384.16199700799996,6,3,5,4
"c1ccc2c(c1)c(c(s2)C(=O)NNC(=O)CNC(=O)C3CCCCC3)Cl","C02870591",0,3.0122000000000018,393.09139017999996,6,3,4,3
"CC1=C([C@H](NC(=S)N1)c2ccc(cc2)N(C)C)C(=O)Nc3ccccc3OC","C05482520",0,3.192700000000001,396.16199700799996,6,3,5,3
"C[C@H](C(=O)NCC=C)Sc1nc2c(c(cs2)c3ccccc3)c(=O)n1N","C07362341",0,2.6216,386.08711781600005,6,3,6,3
"Cc1ccc(cc1)c2ccc(o2)CCC(=O)Nc3ccc(cc3)S(=O)(=O)N","C09970564",0,3.47372,384.11437812,6,3,6,3
"C[C@@H](C(=O)Nc1ccc(cc1)Cl)Sc2nnc(n2N)c3cccs3","C04601227",0,3.493100000000001,379.0328297480001,6,3,5,3
"COc1cc(cc(c1OCC(=O)N)Cl)C(=O)NC23CC4CC(C2)CC(C4)C3","C12226881",0,2.9113000000000016,392.15028496,6,3,6,5
"COc1cc(ccc1OCc2ccccc2)[C@H]3CC(=O)Nc4c3sc(n4)N","C12419488",0,3.7870000000000017,381.11471246800005,6,3,5,4
"Cc1ccc(cc1C)C23C[C@H]4C[C@@H](C2)CC(C4)(C3)C(=O)OCC(=O)NC(=O)N","C13100084",0,2.8795399999999995,384.204907376,6,3,4,5
"C[C@@H]1CCc2c(sc3c2c(nc(n3)SCC(=O)N[C@H](C)COC)N)C1","C12558273",0,2.6414999999999997,380.134068008,6,3,6,3
"Cc1cc(ccc1NC(=O)CSc2nnc(n2N)C(C)(C)C)Br","C20841763",0,3.091120000000001,397.05719336000004,6,3,4,2
"c1cc(ccc1n2c(c(c(n2)CCCNC(=O)[C@@H]3C[C@H]4CC[C@@H]3C4)C#N)N)F","C25164307",0,2.9502800000000002,381.19648860800004,6,3,6,4
"C[C@H](C(=O)Nc1ccc(cc1)NC(=O)C2CC2)Nc3nc4ccccc4s3","C25710597",0,4.0839000000000025,380.13069687999996,6,3,6,4
"COc1ccc(cc1c2nc(cs2)CSc3nc([nH]n3)N)Br","C06607320",0,3.5738000000000003,396.9666641040001,6,3,5,3
"CCOC(=O)C1=C(NC(=O)N[C@H]1c2ccc(c(c2)Cl)O)c3ccccc3","C01136290",0,3.373900000000001,372.08768470399997,6,3,4,3
"C[C@@H](C(=O)Nc1ccc(c(c1F)F)F)Nc2cc(ccc2OC)NC(=O)C","C03356809",0,3.5100000000000007,381.13002609599994,6,3,6,2
"C/C(=C\C(=O)Nc1ccc(cc1)N(C)C)/NNC(=O)c2ccc(cc2)Cl","C04697875",0,3.182900000000001,372.135303592,6,3,6,2
"Cc1c(c(c(c2c1nc(s2)NCc3ccc(cc3)S(=O)(=O)N)C)OC)C","C39127795",0,3.4896600000000024,391.10243353199996,6,3,5,3
"CCOC1=C2Nc3ccccc3CN2[C@H](C(=O)N(SC)c2ccccc2O)C1","C39545474",0,3.908800000000003,397.146012596,6,2,5,4
"C[C@@H](C(=O)Nc1cccc(c1Cl)Cl)Sc2nnc(n2N)C(F)(F)F","C36640285",0,3.4368000000000007,398.99352096000007,6,3,4,2
"CN(Cc1ccccc1)c2c(c(ncn2)Nc3ccc(cn3)Br)N","C40662380",0,3.5963000000000003,384.06980664400004,6,3,5,3
"C[C@H](C(=O)N[C@H]1CCOc2c1cccc2)Nc3ccc(cc3)NC(=O)C(C)C","C29566596",0,3.7215000000000025,381.205241724,6,3,6,3
"CC(C)[C@@H](C(=O)Nc1c(ccs1)C(=O)N)Sc2nc3ccccc3n2C","C42859312",0,3.4891000000000014,388.10276788000004,6,3,6,3
"c1cc(ccc1[C@H](CNC(=O)NNc2ccc(cc2)F)N3CCOCC3)F","C43144863",0,2.6644000000000005,376.171082384,6,3,6,3
"Cc1ccc(cc1)S(=O)(=O)NC(=S)NNC(=O)c2ccc(cc2)Cl","C44550566",0,2.1462199999999996,383.016510988,6,3,3,2
"C[C@@H](C(=O)NNC(=O)N[C@H]1CCC[C@@H](C1)C(F)(F)F)Oc2ccc(cc2)F","C45440156",0,3.044500000000001,391.15190441199996,6,3,4,2
"CC(C)CNC(=O)CNC(=O)Nc1ccccc1N2CCc3c(ccs3)C2","C50056732",0,3.2045000000000012,386.17764707199996,6,3,6,3
"Cc1ccc(cc1)[C@@H](CNC(=O)NNc2ccc(cc2)F)N3CCOCC3","C57014138",0,2.8337200000000013,372.19615426,6,3,6,3
"Cc1ccc(cc1)[C@H](CNC(=O)NNc2ccc(cc2)F)N3CCOCC3","C57014141",0,2.8337200000000013,372.19615426,6,3,6,3
"CCOC(=O)[C@@H]1[C@@H](NC(=O)N[C@@]1(C(F)(F)F)O)c2ccc(cc2)Br","C05952915",0,2.2332,410.008903688,6,3,3,2
"CCCOc1ccc(cc1)[C@H]2c3c(n[nH]c3OC(=C2C#N)N)c4cccs4","C06162457",0,4.1451800000000025,378.1150468160001,6,3,5,4
"Cc1ccc(cc1)CNC(=O)[C@H](C)Sc2nnc(n2N)c3cccs3","C16790818",0,2.82582,373.10310222800007,6,3,6,3
"CCc1ccc(cc1)NC(=O)/C(=C/c2cn(c3c2cccc3)CC(=O)N)/C#N","C06518949",0,3.23468,372.15862588,6,3,6,3
"C#CCOc1c(cc(cc1Cl)/C=N/NC(=O)Cc2csc(n2)N)Cl","C59644761",0,2.7369000000000003,382.005801984,6,3,6,2
"CC(C)c1nnc(n1N)SCCC(=O)Nc2cc(ccc2Cl)Cl","C59913439",0,3.543000000000001,373.05308652400004,6,3,6,2
"c1ccc(cc1)n2c(cc(=O)nc2SCC(=O)Nc3cccc4c3cccc4)N","C59941823",0,3.6987000000000014,402.115046816,6,3,5,4
"C[C@H](C(=O)NNC(=O)NCC(F)(F)F)Oc1cccc(c1Cl)Cl","C60411421",0,2.6534000000000004,373.020781264,6,3,4,1
"C[C@H](C(=O)NNC(=O)NCC(F)(F)F)Oc1ccc(cc1Cl)Cl","C60415280",0,2.6534000000000004,373.020781264,6,3,4,1
"Cc1ccc(cc1NC(=O)C(=O)N[C@@H](C)[C@H]2C[C@H]3CC[C@@H]2C3)NC(=O)C(C)C","C61751924",0,3.4689200000000016,385.236541852,6,3,5,3
"COc1ccccc1NC(=S)N/N=C\2/c3cc(ccc3NC2=O)Br","C13639004",0,3.1005000000000003,403.994258756,6,3,3,3
"COc1ccc(c(c1)[C@H](CNC(=O)NC23CC4CC(C2)CC(C4)C3)O)OC","C61964134",0,3.005200000000001,374.22055743999994,6,3,6,5
"CC(C)CNC(=O)NNC(=O)C1(CCOCC1)c2ccc(cc2Cl)Cl","C65178144",0,3.0280000000000014,387.111646956,6,3,4,2
"Cc1ccc(c(c1)Br)O[C@H](C)C(=O)NNC(=O)NCC(C)C","C65178670",0,2.5112200000000007,371.084453664,6,3,5,1
"c1ccc2c(c1)ccc(c2Br)OCC(=O)NNC(=O)NCC3CC3","C65192216",0,2.7215000000000007,391.053153536,6,3,5,3
"Cc1ccc(cc1NC(=O)NCCNC(=O)OC(C)(C)C)Br","C65412375",0,3.4037200000000016,371.084453664,6,3,4,1
"CCC[C@@H](C(=O)N1CCc2c(ccs2)C1)NC(=O)NCc3ccccc3O","C66192388",0,3.0065000000000013,387.16166266,6,3,6,3
"c1cc(ccc1[C@@H]([C@@H]2CCCO2)NC(=O)Nc3cc(c[nH]c3=O)C(F)(F)F)F","C66402185",0,3.574600000000001,399.120604284,6,3,4,3
"c1ccc(c(c1)CC(=O)NNC(=O)NC[C@H]2CCN(C2)c3ccc(cc3)F)F","C66925465",0,2.3642000000000003,388.171082384,6,3,5,3
"CCN(c1ccc(NC(=O)N[C@H](C)C(=O)N2CCCC[C@@H]2C)cc1)C(C)C","C67537008",0,3.8323000000000027,374.268176328,6,2,6,2
"CCCCC(=O)NC(C(F)(F)F)(C(F)(F)F)Nc1c(c2c(s1)CCCC2)C(=O)N","C02050114",0,4.265000000000002,445.125867232,5,4,7,2
"c1cc(sc1)C(=O)N/C(=C/c2ccc(cc2)Br)/C(=O)Nc3ccc(cc3)S(=O)(=O)N","C02060173",0,3.5676000000000014,504.97656009199994,7,4,6,3
"COc1cc(cc(c1O)Br)[C@H]2[C@@H]([C@@](NC(=S)N2)(C(F)(F)F)O)C(=O)c3ccccc3","C00946545",0,3.432100000000001,503.99662475199995,6,4,4,3
"CC(C)c1ccccc1NC(=S)NNC(=O)c2ccccc2NS(=O)(=O)c3cccs3","C03423305",0,4.303700000000002,474.08540356399993,7,4,6,3
"Cc1cc(c(c(c1)Br)NCC(=O)N/N=C/c2ccc(cc2O)O)Br","C01051688",0,3.493420000000002,454.94801554,6,4,5,2
"COc1c(cc2ccccc2c1Br)C(=O)NC(=S)Nc3ccc4c(c3)[nH]c(=O)[nH]4","C02880060",0,3.907300000000001,470.00482344000005,7,4,3,4
"C1CCc2c(c3c(=O)[nH]c(nc3s2)SCC(=O)Nc4c(c5c(s4)CCCC5)C(=O)N)C1","C08640210",0,3.6334000000000017,474.08540356400005,7,4,5,5
"c1cc(ccc1CN(C(=O)CSCc2nc(nc(n2)N)N)C34CC5CC(C3)CC(C5)C4)Cl","C09464283",0,3.920200000000003,472.18120822800006,7,4,7,6
"Cc1ccccc1C(=O)Nc2ccc(cc2)C(=O)NNC(=S)NC(=O)/C=C/c3ccccc3","C12500751",0,3.5962200000000015,458.141261564,7,4,5,3
"CCC(=O)Nc1ccc(cc1)C(=O)NNC(=S)NC(=O)/C=C/c2cccc3c2cccc3","C12503473",0,3.5372000000000012,446.14126156399993,7,4,5,3
